title,company,location,link,skills
Power BI & Data Analyst,Quest Global,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=cc1ba55a9d57e172&bb=6SERHj7K3O1DPylxmRs8CXYHvtUKm2vLXYieAJXgY6DeXqQak9B0hN_f3VcEIhqOH5GfrnHU4kS_UD0khy-QCknFL-bOkGk6TsLiz0g5-f6Gomh3XQ1NkWwt2MwOSeUpBxR80y4-ra4%3D&xkcb=SoDB67M3wA3P6iwNox0GbzkdCdPP&fccid=ad3813e46e9342cd&vjs=3,['power bi']
